psa_nr;aufstellort;bezirk_gebiet;abschnitt_von;abschnitt_bis;stellplaetze;roter_punkt;gebuehrenzeit;gebuehr_je_15_min_euro;hoechtsparkdauer_stunde;tagesgebuehr_euro;tarifzone;geokoordinate_nord;geokoordinate_ost
1721;Decksteiner Str. 13;Hohenlind;Dürener Str.;Carl-Schurz-Str.;23;H.-Lind;Mo-Sa 09:00 - 13:00;0,50 €;4;;500050;50,9251787528861;6,90036674868151
1722;Dürener Str. 328;Hohenlind;Prälat-van-Acken-Str.;Decksteiner Str.;8;H.-Lind;Mo-Sa 09:00 - 13:00;0,50 €;4;;500050;50,9261046491593;6,89965802706549
1723;Dürener Str. 291;Hohenlind;Decksteiner Str.;Prälat-van-Acken-Str.;7;H.-Lind;Mo-Sa 09:00 - 13:00;0,50 €;4;;500050;50,9263272300734;6,90078422817536
1724;Carl-Schurz-Str. 3;Hohenlind;Decksteiner Str.;Bachemer Str.;10;H.-Lind;Mo-Sa 09:00 - 13:00;0,50 €;4;;500050;50,923410595144;6,90137010849356
1725;Carl-Schurz-Str. ggü. 7;Hohenlind;Decksteiner Str.;Bachemer Str.;10;H.-Lind;Mo-Sa 09:00 - 13:00;0,50 €;4;;500050;50,9237393423104;6,90089777184262
1726;Carl-Schurz-Str. ggü. 9;Hohenlind;Bachemer Str.;Decksteiner Str.;12;H.-Lind;Mo-Sa 09:00 - 13:00;0,50 €;4;;500050;50,9239102705114;6,9003132827902
1727;Kitschburger Str. 7;Hohenlind;Haydnstr.;Dürener Str.;11;H.-Lind;Mo-Sa 09:00 - 13:00;0,50 €;4;;500050;50,927082142583;6,90156972922995
1728;Max-Bruch-Str. 8;Hohenlind;Dürener Str.;Haydnstr.;27;H.-Lind;Mo-Sa 09:00 - 13:00;0,50 €;4;;500050;50,9265159649194;6,90000172795511
1729;Lindenburger Allee 22;Lindenthal Süd II;Dürener Str.;Bachemer Straße;8;Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9286273865679;6,91561989528545
1730;Altonaer Straße 53;Nippes;Herforder Straße;Bielefelder Straße;8;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9952453405605;6,92534884197407
1731;Haydnstr.;Hohenlind;Brahmsstr.;Kitschburger Str.;27;H.-Lind;Mo-Sa 09:00 - 13:00;0,50 €;4;;500050;50,9278653605474;6,89973393432533
1732;Haydnstr.;Hohenlind;Kitschburger Str.;Brahmsstr.;27;H.-Lind;Mo-Sa 09:00 - 13:00;0,50 €;4;;500050;50,9277231627739;6,89799877581285
1733;Brahmsstr. 4;Hohenlind;Dürener Str.;Brahmsstr.;27;H.-Lind;Mo-Sa 09:00 - 13:00;0,50 €;4;;500050;50,9264817189562;6,89826144357974
1734;Haydnstr.;Hohenlind;Brahmsstr.;Kitschburger Str.;27;H.-Lind;Mo-Sa 09:00 - 13:00;0,50 €;4;;500050;50,9280327765762;6,90132613605511
1735;Brügelmannstr.;Deutz;Wolfgang-Anheisser-Str.;P 22;32;;Mo-So 09:00 - 23:00;0,50 €;14;Ja;500101;50,9433360695261;6,98632769725093
1736;August-Haas-Str. 14;Nippes;Hermann-Kausen-Str.;Longericher Str.;15;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9967442598559;6,91457342234896
1737;Deutzer Freiheit 90;Deutz I;Mathildenstraße;Luisenstraße;9;;Mo-Sa 09:00 - 21:00;1,00 €;2;;500070;50,9367789350688;6,97518840766089
1738;Kalker Hauptstr. 129;Kalk;Josephkirchstr.;Kalk-Mülheimer-Str.;11;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,93782425383;7,00152421693083
1739;Sachsenring 12;Severinsviertel;Kartäuserhof;Ulrichgasse;9;SEV;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9228582000049;6,95558284086538
1740;Sachsenring 26;Severinsviertel;Kartäuserhof;Ulrichgasse;7;SEV;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9233618243242;6,95444942270994
1741;Hasertstraße 2;Deutz I;;;21;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9332232959163;6,97539131939905
1742;Severinsbrücke rrh. (Einfahrt Helenenwallstr.);Deutz I + V;Helenenwallstr.;Teutonenstr.;113;DEUTZ I + V;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9316147264053;6,97287449370832
1743;Severinsbrücke rrh. (Einfahrt Teutonenstr.);Deutz I + V;Helenenwallstr.;Teutonenstr.;112;DEUTZ I + V;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9312548339202;6,97294580944304
1744;Olpener Str. 855;Kalk;Hovenstr.;Flehbachstr.;9;;Mo-Fr 09:00 - 17:00 + Sa 09:00 - 13:00;0,50 €;2;;500052;50,9455924308118;7,07897395084863
1745;Olpener Str. 827;Kalk;Hovenstr.;Flehbachstr.;4;;Mo-Fr 09:00 - 17:00 + Sa 09:00 - 13:00;0,50 €;2;;500052;50,9451645139974;7,07666877091829
1746;Olpener Str. 946 (Kirche);Kalk;Hovenstr.;Brücker Mauspfad;5;;Mo-Fr 09:00 - 17:00 + Sa 09:00 - 13:00;0,50 €;2;;500052;50,9457458613349;7,07995302582228
1747;Olpener Str. 795;Kalk;Flehbachstr.;In der Handschaft;9;;Mo-Fr 09:00 - 17:00 + Sa 09:00 - 13:00;0,50 €;2;;500052;50,9453966218467;7,07496981938034
1748;Olpener Str. 870;Kalk;In der Handschaft;Pohlstadtsweg;9;;Mo-Fr 09:00 - 17:00 + Sa 09:00 - 13:00;0,50 €;2;;500052;50,9456371509267;7,07405871000882
1749;Olpener Str. 833;Kalk;Hovenstr.;Flehbachstr.;9;;Mo-Fr 09:00 - 17:00 + Sa 09:00 - 13:00;0,50 €;2;;500052;50,9453245833162;7,07768668365735
1750;Olpener Str. 912;Kalk;Pohlstadtsweg;Hovenstr.;12;;Mo-Fr 09:00 - 17:00 + Sa 09:00 - 13:00;0,50 €;2;;500052;50,9451298556817;7,07724302600023
1751;Eifelwall ggü. 26;Südbahnhof;Luxemburger Str.;Gabelsbergerstraße;57;SBF + SÜD I;Mo-Sa 09:00 - 23:00;0,50 €;14;Ja;500110;50,9234656522771;6,93944337614218
1752;Haselbergstraße;Lindenthal Nord III;Piusstraße;Woensamstraße;29;PIUS + Ehre I;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;;
1753;Charles-de-Gaulle-Platz Lt. 7;Deutz;Auenweg;Kennedy-Ufer;58;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;14;;500064;50,9417631399157;6,97204410110087
1754;Charles-de-Gaulle-Platz Lt. 4;Deutz;Auenweg;Kennedy-Ufer;9;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;14;;500064;50,9418721427508;6,97069998069568
1755;Charles-de-Gaulle-Platz Lt. 2;Deutz;Auenweg;Kennedy-Ufer;10;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;14;;500064;50,941945486826;6,9698630799007
1756;Kennedy-Ufer Lt. 21;Deutz;Rheinparkweg;Charles-de-Gaulle-Platz;40;;Mo-So 09:00 - 18:00;1,00 €;4;;500073;50,9439240921516;6,96961307984437
1757;Kennedy-Ufer Lt. 13;Deutz;Rheinparkweg;Charles-de-Gaulle-Platz;31;;Mo-So 09:00 - 18:00;1,00 €;4;;500073;50,9433171372555;6,96950923407802
1758;Händelstr. 37;Rathenauviertel;Richard-Wagner-Str.;Jülicher Str.;29;RATH;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9350200109532;6,93650385474009
1759;Aachener Str. 1234;Weiden-Nord;Goethestr.;Schulstr.;17;Weiden-N;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9385249113002;6,83191898368144
1760;Aachener Str. 1246;Weiden-Nord;Goethestr.;Schulstr.;17;;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9384880717108;6,83082766988415
1761;Aachener Str. 1208;Weiden-Nord;Hans-Willy-Mertens-Str.;Schillerstr.;5;;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9384340777181;6,83507527124213
1762;Goethestr.;Weiden-Nord;Aachener Str.;Emil-Schreiterer-Platz;10;Weiden-N;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9396655710957;6,8336047986018
1763;Goethestr.;Weiden-Nord;Aachener Str.;Emil-Schreiterer-Platz;11;Weiden-N;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,939744502632;6,83349547519773
1764;An der Drehscheibe 3;Nippes;;;11;Nippes EAW;Mo-Fr 09:00 - 23:00 + Sa 10:00 - 15:00;0,50 €;14;Ja;500111;50,9656515710752;6,944699242311
1765;Hans-Willy-Mertens-Str.;Weiden-Nord;Aachener Str.;Arndtstr.;11;Weiden-N;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9384935585523;6,83677736012409
1766;Hans-Willy-Mertens-Str. 4;Weiden-Nord;Aachener Str.;Arndtstr.;18;Weiden-N;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9394572049762;6,83636689802601
1767;Selma-Lagerlöf-Str.;Weiden-Nord;Goethestr.;Gartenweg;7;Weiden-N;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9389459677898;6,83251075337788
1768;Emil-Schreiterer-Platz;Weiden-Nord;Goethestr.;Schillerstr.;32;Weiden-N;"Mo-Di+Do-Fr 09:00 - 20:00; Mi+Sa 14:00 - 20:00";0,50 €;4;;500056;50,9402078175216;6,83453264446512
1769;Emil-Schreiterer-Platz;Weiden-Nord;Goethestr.;Schillerstr.;27;Weiden-N;"Mo-Di+Do-Fr 09:00 - 20:00; Mi+Sa 14:00 - 20:00";0,50 €;4;;500056;50,9405400677312;6,83400782735179
1770;Kleiststr.;Weiden-Nord;Goethestr.;Goethestr.;38;Weiden-N;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9404537963821;6,83342567597985
1771;Arndtstr.;Weiden-Nord;Schillerstr.;Lönsstr.;19;Weiden-N;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9400481409887;6,83614245023688
1772;Arndtstr.;Weiden-Nord;Schillerstr.;Lönsstr.;19;Weiden-N;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9402406414385;6,83699262722839
1773;Kempener Str. 143;Nippes;Lokomotivstr.;An der Drehscheibe;13;Nippes EAW;Mo-Fr 09:00 - 23:00 + Sa 10:00 - 15:00;0,50 €;14;Ja;500111;50,9667383195451;6,94474513012743
1774;Lokomotivstr. 4;Nippes;;;18;Nippes EAW;Mo-Fr 09:00 - 23:00 + Sa 10:00 - 15:00;0,50 €;14;Ja;500111;50,9670623407707;6,94318137748663
1775;Lokomotivstr. 60;Nippes;;;11;Nippes EAW;Mo-Fr 09:00 - 23:00 + Sa 10:00 - 15:00;0,50 €;14;Ja;500111;50,9662356887962;6,94389367176107
1776;Leichtensternstr. 6a;Lindenthal Süd II;Zülpicher Straße;Kerpener Straße;32;Lind-S. II;Mo-Fr 09:00 - 22:00 + Sa 09:00 - 13:00;0,50 €;4;;500060;50,9219160388658;6,91935406782034
1777;Lokomotivstr. 118;Nippes;;;4;Nippes EAW;Mo-Fr 09:00 - 23:00 + Sa 10:00 - 15:00;0,50 €;14;Ja;500111;50,9654291089606;6,94404403513522
1778;Leichtensternstr. 20;Lindenthal Süd II;Zülpicher Straße;Kerpener Straße;33;Lind-S. II;Mo-Fr 09:00 - 22:00 + Sa 09:00 - 13:00;0,50 €;4;;500060;50,9226290176836;6,91831466785731
1779;Lokomotivstr. 140;Nippes;;;24;Nippes EAW;Mo-Fr 09:00 - 23:00 + Sa 10:00 - 15:00;0,50 €;14;Ja;500111;50,9653014449054;6,94427437151483
1780;Universitätsstr.;Lindenthal Süd I;Kerpener Str.;Meister-Ekkehart-Str.;5;;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9259232758905;6,92989777051081
1781;Friedrichstr. / Neue Weyerstr. (Platz);Griechenmarktviertel;Weyerstr.;Neue Weyerstr.;27;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9267134098982;6,93021659083584
1782;Jahnstr. ggü. 26 - 30;Griechenmarktviertel;Mauritiuswall;Humboldstr.;13;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9319586122761;6,94228585913826
1783;Wilhelm-Waldeyer-Str.;Lindenthal Süd I;Zülpicher Str.;Universitätsstr.;4;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9258094448316;6,93171411760179
1784;freie Nummer (ehemals Wilhelm-Waldeyer-Str.);Lindenthal Süd I;Zülpicher Str.;Universitätsstr.;24;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9251084175785;6,93116303507819
1785;Classen-Kappelmann-Str. 45;Lindenthal Süd I;Dürener Str.;Bachemer Str.;14;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,931533883934;6,92060101445053
1786;Classen-Kappelmann-Str. 31;Lindenthal Süd I;Dürener Str.;Bachemer Str.;13;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9309743926207;6,92096080830585
1787;Classen-Kappelmann-Str. 43;Lindenthal Süd I;Dürener Str.;Bachemer Str.;14;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9314398146771;6,92080366942137
1788;Bachemer Str. (Haltestelle);Lindenthal Süd I;Wilhelm-Backhaus-Str.;Weyertal;16;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9306374906892;6,92257332592338
1789;Bachemer Str. 43;Lindenthal Süd I;Wilhelm-Backhaus-Str.;Weyertal;15;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9305797133226;6,92189777305888
1790;Bachemer Str. 42;Lindenthal Süd I;Wilhelm-Backhaus-Str.;Weyertal;7;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,930414187463;6,92234753698929
1791;Park der Menschenrechte;Lindenthal Süd I;Bachemer Str.;Universitätsstr.;21;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9310633413841;6,92375212362524
1792;Park der Menschenrechte/Bachemer Str. 27;Lindenthal Süd I;Bachemer Str.;Universitätsstr.;22;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9312715841634;6,92495606919279
1793;Hans-Sachs-Str. 8-10;Lindenthal Süd I;Bachemer Str.;Dürener Str.;13;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9306908120719;6,92040159180955
1794;Hans-Sachs-Str. 32-36;Lindenthal Süd I;Bachemer Str.;Dürener Str.;14;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,931022470761;6,91925625280666
1795;Hans-Sachs-Str. 27;Lindenthal Süd I;Bachemer Str.;Dürener Str.;14;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9309848577821;6,91899032867992
1796;Hans-Sachs-Str.;Lindenthal Süd I;Bachemer Str.;Dürener Str.;14;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9305966766659;6,92027898659783
1797;Nietzschestr. 4;Lindenthal Süd I;Repgowstr.;Bachemer Str.;12;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9298739071378;6,92600569057734
1798;Nietzschestr. 10;Lindenthal Süd I;Repgowstr.;Bachemer Str.;11;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9304723368047;6,92568130626579
1799;Rheinparkweg;Deutz;Kennedy-Ufer;Auenweg;14;;Mo-So 09:00 - 18:00;1,00 €;4;;500073;50,944736220585;6,97010468292528
1800;Eckertstr. 14;Lindenthal Süd I;An St. Laurentius;Bachemer Str.;36;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9301675461597;6,92487391307266
1801;Eckertstr. 1;Lindenthal Süd I;An St. Laurentius;Bachemer Str.;30;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9291637664862;6,92537125383356
1802;Repgowstr. 4;Lindenthal Süd I;Universitätsstr.;Eckertstr.;18;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9294182776329;6,92642191033861
1803;An St. Laurentius;Lindenthal Süd I;Weyertal;Eckertstr.;16;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9287426501217;6,9249005665215
1804;An St. Laurentius;Lindenthal Süd I;Eckertstr.;Weyertal;9;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9288197786552;6,9247051057134
1805;Krementzstr.;Lindenthal Süd I;Wilhelm-Backhaus-Str.;Weyertal;25;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,929926240234;6,92269353145111
1806;Amalienstr. 6;Lindenthal Süd I;Wilhelm-Backhaus-Str.;Weyertal;23;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9292175418036;6,92266620125289
1807;Kringsweg;Lindenthal Süd I;Weyertal;Wilhelm-Backhaus-Str.;21;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9288372092568;6,92341174668154
1808;Rheinparkweg;Deutz;Kennedy-Ufer;Auenweg;11;;Mo-So 09:00 - 18:00;1,00 €;4;;500073;50,9448102221676;6,96999353905923
1809;Weyertal 151;Lindenthal Süd I;Bachemer Str.;Krementzstr.;4;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9302396262406;6,92312380287852
1810;Weyertal  141;Lindenthal Süd I;Krementzstr.;Kringsweg;7;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9292808030294;6,92363999772948
1811;Weyertal ggü. 125;Lindenthal Süd I;Gyrhofstr.;An St. Laurentius;24;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,928210010505;6,92438831966357
1812;Weyertal ggü. 135;Lindenthal Süd I;An St. Laurentius;Amalienstr.;14;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9288473765238;6,92404411767493
1813;Weyertal 98;Lindenthal Süd I;Amalienstr.;Bachemer Str.;18;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9296682157271;6,92359916490842
1814;Gyrhofstr. ggü. 8a;Lindenthal Süd I;Weyertal;Universitätsstr.;14;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9282877881062;6,92523577860859
1815;Gyrhofstr. 2;Lindenthal Süd I;Universitätsstr.;Weyertal;6;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9288354643777;6,92673413091476
1816;Gyrhofstr. 8b;Lindenthal Süd I;Universitätsstr.;Weyertal;16;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9283028596844;6,92492389477369
1817;Kringsweg 16;Lindenthal Süd I;Robert-Koch-Str.;Wilhelm-Backhaus-Str.;34;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9286285585262;6,92131537015135
1818;Kringsweg 9-11;Lindenthal Süd I;Wilhelm-Backhaus-Str.;Krementzstr.;22;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9288362389957;6,9215134336751
1819;Krementzstr. 9;Lindenthal Süd I;Kringsweg;Wilhelm-Backhaus-Str.;14;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9294685861488;6,92130164067229
1820;Krementzstr. 22;Lindenthal Süd I;Wilhelm-Backhaus-Str.;Kringsweg;28;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9288959304823;6,92018156694701
1821;Heinestr. 14;Lindenthal Süd I;Gleueler Str.;Bardenheuerstr.;11;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9271005870377;6,92010834429604
1822;Heinestr. 28;Lindenthal Süd I;Bardenheuer Str.;Gleueler Str.;14;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9279900411962;6,91953937041036
1823;Bachemer Str. 57 - 59;Lindenthal Süd I;Hans-Sachs-Str.;Schallstr.;16;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9297812441531;6,92027002604978
1824;Bachemer Str. 64;Lindenthal Süd I;Schallstr.;Hans-Sachs-Str.;10;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,929611476519;6,92029035555678
1825;Schallstr. 4 - 6;Lindenthal Süd I;Bachemer Str.;Immermannstr.;24;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9295569213438;6,91923386939809
1826;Immermannstr. 59;Lindenthal Süd I;Schallstr.;Hans-Sachs-Str.;40;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,930124245363;6,92005556471017
1827;Immermannstr. 24 - 32;Lindenthal Süd I;Schallstr.;Geibelstr.;30;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9298880138624;6,91831345712217
1828;Schallstr. 29 - 31;Lindenthal Süd I;Dürener Str.;Immermannstr.;19;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9304392404333;6,91867309163857
1829;Schallstr. 26;Lindenthal Süd I;Immermannstr.;Dürener Str.;18;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9307363708392;6,91864386842734
1830;Geibelstr. 23;Lindenthal Süd I;Dürener Str.;Arno-Holz-Str.;7;Lind-S I + Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,929886876246;6,91726092609091
1831;Geibelstr. 8;Lindenthal Süd I;Bachemer Str.;Dürener Str.;25;Lind-S I + Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9291738984772;6,91778332780237
1832;Geibelstr. 26;Lindenthal Süd I;Bachemer Str.;Dürener Str.;25;Lind-S I + Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9303832581039;6,91714464505184
1833;Universitätsstr. 53;Lindenthal Süd I;Bachemer Str.;Repgowstr.;18;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9301898916138;6,92676162857188
1834;Universitätsstr. 45;Lindenthal Süd I;Repgowstr.;Gyrhofstr.;6;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9292964868234;6,9272911199512
1835;Albertus-Magnus-Platz;Lindenthal Süd I;Universitätsstr.;Universitätsstr.;17;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9284831517661;6,92765395017218
1836;Albertus-Magnus-Platz;Lindenthal Süd I;Universitätsstr.;Universitätsstr.;17;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9292793064068;6,92778747062336
1837;Universitätsstr. 77 (Mittelinsel);Lindenthal Süd I;Bachemer Str.;Dürener Str.;27;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,933237211942;6,92491927015968
1838;Universitätsstr. ggü. 73 (Mittelinsel);Lindenthal Süd I;Bachemer Str.;Dürener Str.;27;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9328571576957;6,92514803999978
1839;Universitätsstr. (Mittelinsel);Lindenthal Süd I;Bachemer Str.;Dürener Str.;27;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9322501663433;6,92559257786599
1840;Universitättstr. 69 (Mittelinsel);Lindenthal Süd I;Bachemer Str.;Dürener Str.;27;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9316735642397;6,92598216643149
1841;Geibelstr. 3;Lindenthal Süd I;Bachemer Str.;Gleueler Str.;12;Lind-S I + Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9282758425334;6,91818838147347
1842;Geibelstr. 2;Lindenthal Süd I;Gleueler Str.;Bachemer Str.;6;Lind-S I + Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,928365192707;6,91827739392201
1843;Gleuler Str. 45;Lindenthal Süd I;Bachemer Str.;Geibelstr.;6;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9285056580363;6,91904883125438
1844;Gleuler Str. 12;Lindenthal Süd I;Joseph-Stelzmann-Str.;Kringsweg;5;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9284321502462;6,91917162329333
1845;Bachemer Str. 80;Lindenthal Süd I;Gleueler Str.;Geibelstr.;9;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9287185054483;6,91841513189772
1846;Joseph-Stelzmann-Str. ggü. 68;Lindenthal Süd I;Gleueler Str.;Bardenheuerstr.;11;Lind-S I + Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9274223060551;6,9187424627719
1847;Joseph-Stelzmann-Str. 54;Lindenthal Süd I;Gleueler Str.;Bardenheuerstr.;11;Lind-S I + Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,92631292705;6,91945411871244
1848;Joseph-Stelzmann-Str. 62;Lindenthal Süd I;Gleueler Str.;Bardenheuerstr.;12;Lind-S I + Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9270868207665;6,91908441504634
